taxonID	scientificNameID	localID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	taxonomicStatus	acceptedNameUsageID	originalNameUsageID	nameAccordingToID	taxonRemarks	created	modified	references	source	majorGroup	tplID
wfo-0001302080		9906045	"Eriophorum gracile subsp. asiaticum"	subspecies		Tolm.	Cyperaceae		Scirpeae		Eriophorum		gracile	asiaticum	subspecies			Synonym	wfo-0000414996			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906045 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906045 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703579	"The Cyperaceae TEN"	A	tro-9906045
wfo-0001302081	urn:lsid:ipni.org:names:77257781-1	9906046	"Eriophorum gracile subsp. coreanum"	subspecies		"(Palla) Hultén"	Cyperaceae		Scirpeae		Eriophorum		gracile	coreanum	subspecies	Valid	"Kongl. Svenska Vetensk. Acad. Handl. ser. 3, 5: 160 (1927)"	Synonym	wfo-0000414996	wfo-0000414953		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906046 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906046 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703397	"The Cyperaceae TEN"	A	tro-9906046
wfo-0001302082	urn:lsid:ipni.org:names:77274494-1	9906047	"Eriophorum gracile var. coreanum"	variety		"(Palla) Ohwi"	Cyperaceae		Scirpeae		Eriophorum		gracile	coreanum	variety	Valid	"Mem. Coll. Sci. Kyoto Imp. Univ., Ser. B, Biol. 18(1): 88 (1944)"	Synonym	wfo-0000414996	wfo-0000414953		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906047 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906047 >The Plant List v.1.0</a>"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1706018	"The Cyperaceae TEN"	A	tro-9906047
wfo-0001302083		9906058	"Scirpus fauriei subsp. vaginatus"	subspecies		T.Koyama	Cyperaceae		Scirpeae		Scirpus		fauriei	vaginatus	subspecies			Synonym	wfo-0000415166			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906058 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906058 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703581	"The Cyperaceae TEN"	A	tro-9906058
wfo-0001302084	urn:lsid:ipni.org:names:77257550-1	9906059	"Eriophorum vaginatum subsp. fauriei"	subspecies		"(E.G.Camus) Á.Löve & D.Löve"	Cyperaceae		Scirpeae		Eriophorum		vaginatum	fauriei	subspecies	Valid	"Univ. Colorado Stud., Ser. Biol. 17: 13 (1965)"	Synonym	wfo-0000415166	wfo-0000414968		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906059 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906059 >The Plant List v.1.0</a>"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703408	"The Cyperaceae TEN"	A	tro-9906059
wfo-0001302085	urn:lsid:ipni.org:names:77257115-1	9906068	"Holoschoenus romanus subsp. holoschoenus"	subspecies		"(L.) Greuter"	Cyperaceae		Cypereae	Ficiniinae	Holoschoenus		romanus	holoschoenus	subspecies	Valid	"Boissiera 13: 166 (1967)"	Synonym	wfo-0000533499	wfo-0000538958		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906068 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906068 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703524	"The Cyperaceae TEN"	A	tro-9906068
wfo-0001302086		9906080	"Kobresia capillifolia subsp. pamirica"	subspecies		Ovcz.	Cyperaceae		Cariceae		Kobresia		capillifolia	pamirica	subspecies			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906080 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906080 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1713848	"The Cyperaceae TEN"	A	tro-9906080
wfo-0001302087		9906096	"Mariscus cyri"	species		Grossh.	Cyperaceae		Cypereae	Cyperinae	Mariscus		cyri		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906096 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906096 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682378	"The Cyperaceae TEN"	A	tro-9906096
wfo-0001302088		9906102	"Pycreus rehmannii"	species		"Palla ex Grossh."	Cyperaceae		Cypereae	Cyperinae	Pycreus		rehmannii		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906102 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906102 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682384	"The Cyperaceae TEN"	A	tro-9906102
wfo-0001302089		9906105	"Pycreus nilagiricus"	species		"(Hochst. ex Steud.) E.G.Camus"	Cyperaceae		Cypereae	Cyperinae	Pycreus		nilagiricus		species	Valid	"Fl. Indo-Chine 7(1): 32 (1912)"	Synonym	wfo-0000373599	wfo-0000378315		"Source in seed data: tro Nomenclatural status in seed:  More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906105 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906105 >The "	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1686161	"The Cyperaceae TEN"	A	tro-9906105
wfo-0001302090	urn:lsid:ipni.org:names:312605-1	9906114	"Schoenoplectus kalmussii"	species		Palla	Cyperaceae		Scirpeae		Schoenoplectus		kalmussii		species		"Allg. Bot. Z. Syst. 6: 215 (1900)"	Synonym	wfo-0001302095			"Source in seed data: tro Updated scientificnameAuthorship from (Asch., Abrom. & Graebn.) Palla to Palla, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906114 >T"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683276	"The Cyperaceae TEN"	A	tro-9906114
wfo-0001302091		9906115	"Schoenoplectus komarovii"	species		Ohwi	Cyperaceae		Pseudoschoeneae		Schoenoplectus		komarovii		species			Synonym	wfo-0000916581			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906115 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906115 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683262	"The Cyperaceae TEN"	A	tro-9906115
wfo-0001302092		9906122	"Schoenoplectus nipponicus"	species		Ohwi	Cyperaceae		Schoenoplectieae		Schoenoplectus		nipponicus		species			Synonym	wfo-0000527819			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906122 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906122 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683266	"The Cyperaceae TEN"	A	tro-9906122
wfo-0001302093	urn:lsid:ipni.org:names:312652-1	9906133	"Schoenoplectus triquetriformis"	species		V.I.Krecz.	Cyperaceae		Schoenoplectieae		Schoenoplectus		triquetriformis		species	Valid	"Fl. Tadzhiksk. S.S.R. 2: 423 (1963)"	Synonym	wfo-0001404695			"Name has been used for hybrid taxon. Source in seed data: tro Update namepublishedIn from in Fl. Tadjikist. ii. 42, 423 (1963). to Fl. Tadzhiksk. S.S.R. 2: 423 (1963), information provided by Alan E. on email Jun. 07 2021 More details could be found in <"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1692229	"The Cyperaceae TEN"	A	tro-9906133
wfo-0001302094		9906146	"Scirpus etuberculatus subsp. nipponicus"	subspecies		T.Koyama	Cyperaceae		Schoenoplectieae		Scirpus		etuberculatus	nipponicus	subspecies			Synonym	wfo-0000527819			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906146 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906146 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1703593	"The Cyperaceae TEN"	A	tro-9906146
wfo-0001302095		9906151	"Scirpus kalmussii"	species	wfo-4000034694	"Aschers., Abrom. & Graebn."	Cyperaceae		Scirpeae		Scirpus		kalmussii		species	Valid		Accepted				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906151 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906151 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1678315	"The Cyperaceae TEN"	A	tro-9906151
wfo-0001302096	urn:lsid:ipni.org:names:314450-1	9906164	"Scirpus triquetriformis"	species		"(V.I.Krecz.) T.V.Egorova"	Cyperaceae		Schoenoplectieae		Scirpus		triquetriformis		species	Valid	"Opred. Rast. Sred. Azii 5: 15 (1976)"	Synonym	wfo-0001404695	wfo-0001302093		"Name has been used for hybrid taxon. Source in seed data: tro Update namepublishedIn from Opred. Rast. Sred. Azii 5: 15. 1976 to Opred. Rast. Sred. Azii 5: 15 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1692228	"The Cyperaceae TEN"	A	tro-9906164
wfo-0001302097	urn:lsid:ipni.org:names:77200690-1	9906169	"Trichophorum uniflorum"	species	wfo-4000039019	"(Trautv.) Karav."	Cyperaceae		Trichophoreae		Trichophorum		uniflorum		species	Valid	"Nauchnye Dokl. Vysshei Shkoly Biol. Nauki. 1959(4): 91 (1959)"	Accepted		wfo-0000547355		"Source in seed data: tro Updated scientificnameAuthorship from Karav. to (Trautv.) Karav., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906169 >The Plant List "	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1681951	"The Cyperaceae TEN"	A	tro-9906169
wfo-0001302098		9906172	"Cyperus potundus"	species		L.	Cyperaceae		Cypereae	Cyperinae	Cyperus		potundus		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906172 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906172 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682341	"The Cyperaceae TEN"	A	tro-9906172
wfo-0001302099	urn:lsid:ipni.org:names:153299-2	9906180	"Mariscus compactus"	species		"(Retz.) Druce"	Cyperaceae		Cypereae	Cyperinae	Mariscus		compactus		species		"Bot. Exch. Club Brit. Isles Rep. 1916: 634. 1917"	Synonym	wfo-0000369738	wfo-0000369738		"Source in seed data: tro Updated namepublishedIn from Rep. Bot. Exch. Club 1916: 634 1917 to Bot. Exch. Club Brit. Isles Rep. 1916: 634. 1917 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.thepla"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683042	"The Cyperaceae TEN"	A	tro-9906180
wfo-0001302100	urn:lsid:ipni.org:names:30002611-2	9906212	"Carex inflata"	species		Huds.	Cyperaceae		Cariceae		Carex		inflata		species	Rejected	"Fl. Angl. : 354 (1762)"	Synonym	wfo-0000350820			"Source in seed data: tro Update namepublishedIn from to Fl. Angl. : 354 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906212 >The Plant List v.1.1.</a> "	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1695529	"The Cyperaceae TEN"	A	tro-9906212
wfo-0001302101		9906213	"Carex fusca subsp. dacica"	subspecies		Grinţ.	Cyperaceae		Cariceae		Carex	Vignea	fusca	dacica	subspecies			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906213 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906213 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1713936	"The Cyperaceae TEN"	A	tro-9906213
wfo-0001302102		9906239	"Carex vulgaris var. juncella"	variety		"(Fr.) Lange"	Cyperaceae		Cariceae		Carex	Carex	vulgaris	juncella	variety	Valid	"Haandb. Danske Fl. : 537 (1851)"	Synonym	wfo-0000349266	wfo-0000352578		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906239 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906239 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1708151	"The Cyperaceae TEN"	A	tro-9906239
wfo-0001302103		9906245	"Eleocharis pellucida var. maximoviczii"	variety		"(G.Zinserl.) Ohwi"	Cyperaceae		Eleocharideae		Eleocharis		pellucida	maximoviczii	variety			Synonym	wfo-0000405003	wfo-0000405003		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906245 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906245 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1707460	"The Cyperaceae TEN"	A	tro-9906245
wfo-0001302104		9906251	"Eleocharis quinqueflora var. meridionalis"	variety		Raymond	Cyperaceae		Eleocharideae		Eleocharis		quinqueflora	meridionalis	variety		"Dan. Biol. Skr. 14: 111965"	Synonym	wfo-0000405846			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906251 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906251 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1707471	"The Cyperaceae TEN"	A	tro-9906251
wfo-0001302105	urn:lsid:ipni.org:names:311126-1	9906263	"Mariscus umbilensis"	species		"C.B.Clarke ex W.Watson"	Cyperaceae		Cypereae	Cyperinae	Mariscus		umbilensis		species	Valid	"Gard. Chron., ser. 3, 10: 190 (1891)"	Synonym	wfo-0000378870			"Source in seed data: tro Updated namepublishedIn from to Gard. Chron. ser. 3, 10: 190. 1891 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906263 >The Plant Li"	2022-04-16	2025-12-15	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1687143	"The Cyperaceae TEN"	A	tro-9906263
wfo-0001302106		9906276	"Scirpus maritimus var. nobilis"	variety		"(Ridl.) C.B.Clarke"	Cyperaceae		Bolboschoeneae		Scirpus		maritimus	nobilis	variety		"Consp. Fl. Afr. 5: 627 1894"	Synonym	wfo-0000341712	wfo-0000542515		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906276 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906276 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1707554	"The Cyperaceae TEN"	A	tro-9906276
wfo-0001302107	urn:lsid:ipni.org:names:313834-1	9906277	"Scirpus loeteflorens"	species		C.B.Clarke	Cyperaceae		Bolboschoeneae		Scirpus		loeteflorens		species		"Consp. Fl. Afr. [T.A. Durand & H. Schinz] 5: 625, nomen. 1894 [Dec 1894]"	Synonym	wfo-0000341712			"Source in seed data: tro Updated scientificName from Scirpus laeteflorens to Scirpus loeteflorens, according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682988	"The Cyperaceae TEN"	A	tro-9906277
wfo-0001302108		9906292	"Isolepis leucocarpa"	species		Kunth	Cyperaceae		Cypereae	Ficiniinae	Isolepis		leucocarpa		species		1815	Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906292 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906292 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682365	"The Cyperaceae TEN"	A	tro-9906292
wfo-0001302110		9906301	"Anosporum monocephalum"	species		"(Roxb.) Boeck."	Cyperaceae		Cypereae	Cyperinae	Anosporum		monocephalum		species			Synonym	wfo-0000369470	wfo-0000378000		"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906301 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906301 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1683040	"The Cyperaceae TEN"	A	tro-9906301
wfo-0001302112		9906378	"Cyperus eragrostis var. eragrostis"	variety			Cyperaceae		Cypereae	Cyperinae	Cyperus		eragrostis	eragrostis	variety			Synonym	wfo-0000372740			"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906378 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906378 >The Plant List v.1.0</a>"	2022-04-16	2025-06-17	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1707413	"The Cyperaceae TEN"	A	tro-9906378
wfo-0001302113		9906383	"Carex ragnoldsii"	species		Deer	Cyperaceae		Cariceae		Carex	Vignea	ragnoldsii		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906383 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906383 >The Plant List v.1.0</a>"	2022-04-16	2022-04-20		"The Cyperaceae TEN"	A	tro-9906383
wfo-0001302114		9906396	"Pycreus rufescens"	species		Rchb.	Cyperaceae		Cypereae	Cyperinae	Pycreus		rufescens		species			Unchecked				"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-9906396 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-9906396 >The Plant List v.1.0</a>"	2022-04-16	2025-06-12	https://www.cyperaceae.org/aphia.php?p=taxdetails&id=1682306	"The Cyperaceae TEN"	A	tro-9906396
